DATAFLOW,LAST UPDATE,freq,indic_de,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:DEMO_NDIVIND$DEFAULTVIEW(1.0),16/05/22 11:00:00,A,DIV,EU27_2007,2014,925874,
ESTAT:DEMO_NDIVIND$DEFAULTVIEW(1.0),16/05/22 11:00:00,A,DIV,EU27_2007,2015,940447,
ESTAT:DEMO_NDIVIND$DEFAULTVIEW(1.0),16/05/22 11:00:00,A,DIV,EU27_2007,2016,952109,
ESTAT:DEMO_NDIVIND$DEFAULTVIEW(1.0),16/05/22 11:00:00,A,DIV,EU27_2020,2011,856302,
ESTAT:DEMO_NDIVIND$DEFAULTVIEW(1.0),16/05/22 11:00:00,A,DIV,EU27_2020,2012,835748,
ESTAT:DEMO_NDIVIND$DEFAULTVIEW(1.0),16/05/22 11:00:00,A,DIV,EU27_2020,2013,816028,
ESTAT:DEMO_NDIVIND$DEFAULTVIEW(1.0),16/05/22 11:00:00,A,DIV,EU27_2020,2014,809458,
ESTAT:DEMO_NDIVIND$DEFAULTVIEW(1.0),16/05/22 11:00:00,A,DIV,EU27_2020,2015,834068,
ESTAT:DEMO_NDIVIND$DEFAULTVIEW(1.0),16/05/22 11:00:00,A,DIV,EU27_2020,2016,840640,
ESTAT:DEMO_NDIVIND$DEFAULTVIEW(1.0),16/05/22 11:00:00,A,DIV,EU28,2011,986066,
ESTAT:DEMO_NDIVIND$DEFAULTVIEW(1.0),16/05/22 11:00:00,A,DIV,EU28,2012,966217,
ESTAT:DEMO_NDIVIND$DEFAULTVIEW(1.0),16/05/22 11:00:00,A,DIV,EU28,2013,942744,
ESTAT:DEMO_NDIVIND$DEFAULTVIEW(1.0),16/05/22 11:00:00,A,DIV,EU28,2014,932014,
ESTAT:DEMO_NDIVIND$DEFAULTVIEW(1.0),16/05/22 11:00:00,A,DIV,EU28,2015,946457,
ESTAT:DEMO_NDIVIND$DEFAULTVIEW(1.0),16/05/22 11:00:00,A,DIV,EU28,2016,959145,
ESTAT:DEMO_NDIVIND$DEFAULTVIEW(1.0),16/05/22 11:00:00,A,DIV,FI,2011,13469,
ESTAT:DEMO_NDIVIND$DEFAULTVIEW(1.0),16/05/22 11:00:00,A,DIV,FI,2012,13040,
ESTAT:DEMO_NDIVIND$DEFAULTVIEW(1.0),16/05/22 11:00:00,A,DIV,FI,2013,13766,
ESTAT:DEMO_NDIVIND$DEFAULTVIEW(1.0),16/05/22 11:00:00,A,DIV,FI,2014,13682,
ESTAT:DEMO_NDIVIND$DEFAULTVIEW(1.0),16/05/22 11:00:00,A,DIV,FI,2015,13939,
ESTAT:DEMO_NDIVIND$DEFAULTVIEW(1.0),16/05/22 11:00:00,A,DIV,FI,2016,13541,
ESTAT:DEMO_NDIVIND$DEFAULTVIEW(1.0),16/05/22 11:00:00,A,DIV,FI,2017,13485,
ESTAT:DEMO_NDIVIND$DEFAULTVIEW(1.0),16/05/22 11:00:00,A,DIV,FI,2018,13145,
ESTAT:DEMO_NDIVIND$DEFAULTVIEW(1.0),16/05/22 11:00:00,A,DIV,FI,2019,13365,
ESTAT:DEMO_NDIVIND$DEFAULTVIEW(1.0),16/05/22 11:00:00,A,DIV,FI,2020,13478,
ESTAT:DEMO_NDIVIND$DEFAULTVIEW(1.0),16/05/22 11:00:00,A,DIV,FR,2011,132977,
ESTAT:DEMO_NDIVIND$DEFAULTVIEW(1.0),16/05/22 11:00:00,A,DIV,FR,2012,128371,
ESTAT:DEMO_NDIVIND$DEFAULTVIEW(1.0),16/05/22 11:00:00,A,DIV,FR,2013,124948,
ESTAT:DEMO_NDIVIND$DEFAULTVIEW(1.0),16/05/22 11:00:00,A,DIV,FR,2014,123537,
ESTAT:DEMO_NDIVIND$DEFAULTVIEW(1.0),16/05/22 11:00:00,A,DIV,FR,2015,123668,
ESTAT:DEMO_NDIVIND$DEFAULTVIEW(1.0),16/05/22 11:00:00,A,DIV,FR,2016,128043,
ESTAT:DEMO_NDIVIND$DEFAULTVIEW(1.0),16/05/22 11:00:00,A,DIV,FX,2011,129802,
ESTAT:DEMO_NDIVIND$DEFAULTVIEW(1.0),16/05/22 11:00:00,A,DIV,GE,2011,5850,
ESTAT:DEMO_NDIVIND$DEFAULTVIEW(1.0),16/05/22 11:00:00,A,DIV,GE,2013,8089,
ESTAT:DEMO_NDIVIND$DEFAULTVIEW(1.0),16/05/22 11:00:00,A,DIV,GE,2014,9119,
ESTAT:DEMO_NDIVIND$DEFAULTVIEW(1.0),16/05/22 11:00:00,A,DIV,GE,2015,9112,
ESTAT:DEMO_NDIVIND$DEFAULTVIEW(1.0),16/05/22 11:00:00,A,DIV,GE,2016,9539,
ESTAT:DEMO_NDIVIND$DEFAULTVIEW(1.0),16/05/22 11:00:00,A,DIV,GE,2017,10222,
ESTAT:DEMO_NDIVIND$DEFAULTVIEW(1.0),16/05/22 11:00:00,A,DIV,GE,2018,10288,
ESTAT:DEMO_NDIVIND$DEFAULTVIEW(1.0),16/05/22 11:00:00,A,DIV,GE,2019,11205,
ESTAT:DEMO_NDIVIND$DEFAULTVIEW(1.0),16/05/22 11:00:00,A,DIV,HR,2011,5662,
ESTAT:DEMO_NDIVIND$DEFAULTVIEW(1.0),16/05/22 11:00:00,A,DIV,HR,2012,5659,
ESTAT:DEMO_NDIVIND$DEFAULTVIEW(1.0),16/05/22 11:00:00,A,DIV,HR,2013,5992,
ESTAT:DEMO_NDIVIND$DEFAULTVIEW(1.0),16/05/22 11:00:00,A,DIV,HR,2014,6140,
ESTAT:DEMO_NDIVIND$DEFAULTVIEW(1.0),16/05/22 11:00:00,A,DIV,HR,2015,6010,
ESTAT:DEMO_NDIVIND$DEFAULTVIEW(1.0),16/05/22 11:00:00,A,DIV,HR,2016,7036,
ESTAT:DEMO_NDIVIND$DEFAULTVIEW(1.0),16/05/22 11:00:00,A,DIV,HR,2017,6265,
ESTAT:DEMO_NDIVIND$DEFAULTVIEW(1.0),16/05/22 11:00:00,A,DIV,HR,2018,6125,
ESTAT:DEMO_NDIVIND$DEFAULTVIEW(1.0),16/05/22 11:00:00,A,DIV,HR,2019,5936,
ESTAT:DEMO_NDIVIND$DEFAULTVIEW(1.0),16/05/22 11:00:00,A,DIV,HR,2020,5153,
ESTAT:DEMO_NDIVIND$DEFAULTVIEW(1.0),16/05/22 11:00:00,A,DIV,HU,2011,23335,
ESTAT:DEMO_NDIVIND$DEFAULTVIEW(1.0),16/05/22 11:00:00,A,DIV,HU,2012,21830,
ESTAT:DEMO_NDIVIND$DEFAULTVIEW(1.0),16/05/22 11:00:00,A,DIV,HU,2013,20209,
ESTAT:DEMO_NDIVIND$DEFAULTVIEW(1.0),16/05/22 11:00:00,A,DIV,HU,2014,19576,
ESTAT:DEMO_NDIVIND$DEFAULTVIEW(1.0),16/05/22 11:00:00,A,DIV,HU,2015,20315,
ESTAT:DEMO_NDIVIND$DEFAULTVIEW(1.0),16/05/22 11:00:00,A,DIV,HU,2016,19552,
ESTAT:DEMO_NDIVIND$DEFAULTVIEW(1.0),16/05/22 11:00:00,A,DIV,HU,2017,18495,
ESTAT:DEMO_NDIVIND$DEFAULTVIEW(1.0),16/05/22 11:00:00,A,DIV,HU,2018,16952,
ESTAT:DEMO_NDIVIND$DEFAULTVIEW(1.0),16/05/22 11:00:00,A,DIV,HU,2019,17600,
